Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
Whitney Wolfe Herd,1.3,United States,dating app,2263,31,"Austin, Texas",United States,Married,1,"Bachelor of Arts/Science, Southern Methodist University",True
Wu Yonghua,1.3,China,apparel,2263,50,"Xiamen, China",China,,,,True
Xia Shudong,1.3,China,IT service,2263,48,"Beijing, China",China,,,"Doctorate, Beijing University",True
Xiong Jun & family,1.3,China,pharmaceuticals,2263,47,"Shanghai, China",China,,,,True
Xu Guangfu & family,1.3,China,Daqo Group,2263,78,"Chongqing, China",China,,,,True
Yang Keng,1.3,China,real estate,2263,60,"Chengdu, China",China,Married,,"Bachelor of Arts/Science, Sichuan University",True
Luis Enrique Yarur Rey,1.3,Chile,banking,2263,70,"Santiago, Chile",Chile,Married,8,"Master of Business Administration, IESE Business School",False
Ye Qiongjiu,1.3,China,software,2263,66,"Hangzhou, China",China,,,,True
Yeh Kuo-I,1.3,Taiwan,manufacturing,2263,80,,Taiwan,Married,2,,True
Yu Bangping & family,1.3,China,coal mining,2263,53,"Liupanshui, China",China,Married,,,True
Yu Jinkun & family,1.3,China,transportation equipment,2263,78,"Changzhou, China",China,,,,True
Patrick Zalupski,1.3,United States,homebuilding,2263,40,"Jacksonville, Florida",United States,Married,2,"Bachelor of Science, Stetson University",True
Zhang Gongyun,1.3,China,tyre manufacturing machinery,2263,58,"Gaomi, China",China,,,,True
Zhou Chengjian,1.3,China,fashion retail,2263,56,"Shanghai, China",China,Married,1,"EMBA, Zhejiang University",True
Zhou Xiayun & family,1.3,China,Education,2263,66,"Ningguo, China",China,,,,True
Zhu Tao,1.3,China,pharmaceutical,2263,48,"Tianjin, China",China,,,"Doctorate in Pedagogical Sciences, Carnegie Mellon University; Doctorate, The University of Pittsburgh; Master of Science, Tsinghua University",True
Aras Agalarov,1.2,Russia,real estate,2378,65,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Baku Polytechnical Instit",True
Syed Mokhtar AlBukhary,1.2,Malaysia,"engineering, energy, construction",2378,69,"Kuala Lumpur, Malaysia",Malaysia,Married,5,"Drop Out, High School",True
Anant Asavabhokin,1.2,Thailand,real estate,2378,70,"Bangkok, Thailand",Thailand,Married,3,,True
Thomas Bailey,1.2,United States,money management,2378,84,"Aspen, Colorado",United States,Divorced,2,"Bachelor of Arts/Science, Michigan State University; Master of Business Administration, University of Western Ontario",True
Shay Banon,1.2,Israel,search engine,2378,43,"Palo Alto, California",Israel,Married,,,True
Sachin Bansal,1.2,India,flipkart,2378,39,"Bangalore, India",India,Married,1,"Bachelor of Science in Engineering, Indian Institute of Technology",True
Christian Bertermann,1.2,Germany,used car sales,2378,37,"Berlin, Germany",Germany,,,"Bachelor of Business Administration, University of Manheim",True
Cao Kejian,1.2,China,air compressors,2378,59,"Quzhou, China",China,Married,1,,True
Edouard Carmignac,1.2,France,asset management,2378,73,"Paris, France",France,Married,5,,True
Chen Gang,1.2,China,solar energy,2378,53,"Guangzhou, China",China,,,,True
Chen Tianqiao,1.2,China,online games,2378,47,"Atherton, California",China,Married,2,"Bachelor of Arts/Science, Fudan University",True
Henry Cheng,1.2,Hong Kong,diversified,2378,74,"Hong Kong, Hong Kong",Hong Kong,Married,4,"Bachelor of Arts/Science, The University of Western Ontario - Richard Ivey School of Business; Master of Business Administration, The University of Western Ontario - Richard Ivey School of Business",False
Cheng Wei,1.2,China,ride-hailing service,2378,38,"Beijing, China",China,,,,True
Chey Ki-won,1.2,South Korea,"computer services, telecom",2378,56,"Seoul, South Korea",South Korea,Divorced,,,False
Chua Thian Poh,1.2,Singapore,real estate,2378,72,"Singapore, Singapore",Singapore,Married,4,,True
Ronald Clarke,1.2,United States,payments technology,2378,65,"Duluth, Georgia",United States,Married,2,"Bachelor of Arts/Science, Colby College; Master of Business Administration, Cornell University",True
Sandor Csanyi,1.2,Hungary,"finance, real estate",2378,68,"Budapest, Hungary",Hungary,Married,5,,True
Diego Della Valle,1.2,Italy,shoes,2378,67,"Sant'' Elpidio A Mare, Italy",Italy,Married,2,,False
Deng Hui & family,1.2,United States,software,2378,59,"Hangzhou, China",United States,Married,,"Ph.D, Washington University in St. Louis",True
Carl DeSantis,1.2,United States,energy drink,2378,81,"Delray Beach, Florida",United States,,,,True
Mathias Doepfner,1.2,Germany,Media,2378,58,,Germany,,,,False
Aydin Dogan,1.2,Turkey,media,2378,85,"Istanbul, Turkey",Turkey,Married,4,,True
Marek Dospiva,1.2,Czechia,investments,2378,51,"Prague, Czechia",Czechia,Divorced,,,True
Wesley Edens,1.2,United States,investments,2378,59,"New York, New York",United States,Married,4,"Bachelor of Arts/Science, Oregon State University",True
Wolfgang Egger,1.2,Germany,real estate,2378,55,"Augsburg, Germany",Germany,,1,,True
Gabriel Escarrer,1.2,Spain,hotels,2378,86,"Palma de Majorca, Spain",Spain,Married,6,,True
Fan Zhaoxia & family,1.2,China,photovoltaic equipment,2378,53,"Beijing, China",China,Married,,,True
Clement Fayat & family,1.2,France,construction,2378,89,"Saint-Émilion, France",France,Married,,,True
Gleb Fetisov,1.2,Russia,investments,2378,54,"Moscow, Russia",Russia,Married,3,"Doctorate, Moscow State University",True
Benedicte Find,1.2,Denmark,medical devices,2378,,"Copenhagen, Denmark",Denmark,,,,False
J. Christopher Flowers,1.2,United States,investments,2378,63,"New York, New York",United States,Married,2,"Bachelor of Arts/Science, Harvard University",True
Dan Gertler,1.2,Israel,mining,2378,47,"Bnei Brak, Israel",Israel,Married,11,"Diploma, High School",False
Premchand Godha,1.2,India,pharmaceuticals,2378,74,"Mumbai, India",India,Married,2,"Chartered Accountant, Institute of Chartered Accountants of India; Bachelor of Commerce, University of Rajasthan",True
Lance Gokongwei,1.2,Philippines,diversified,2378,53,"Manila, Philippines",Philippines,Married,,"Bachelor of Science, The Wharton School of the University of Pennsylvania; Bachelor of Science, University of Pennsylvania, School of Engineering and Applied Science",False
Lawrence Golub,1.2,United States,private equity,2378,61,"New York, New York",United States,,,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard College; Doctor of Jurisprudence, Harvard Law School",True
Ryan Graves,1.2,United States,uber,2378,37,"Kauai, Hawaii",United States,Married,4,"Bachelor of Arts/Science, Miami University of Ohio",True
Mehmet Nazif Gunal,1.2,Turkey,"tourism, construction",2378,73,"Istanbul, Turkey",Turkey,Married,3,,True
Stelios Haji-Ioannou,1.2,Cyprus,EasyJet,2378,54,"Monte Carlo, Monaco",Cyprus,Single,,"Master of Science, City University of London; Bachelor of Arts/Science, London School of Economics",False
Alfredo Harp Helu & family,1.2,Mexico,banking,2378,77,"Mexico City, Mexico",Mexico,Married,4,,True
Jaroslav Hascak,1.2,Slovakia,investments,2378,51,"Bratislava, Slovakia",Slovakia,Married,,,True
Hong Seok-joh,1.2,South Korea,convenience stores,2378,68,"Seoul, South Korea",South Korea,Married,1,"Master of Laws, Harvard University; Law Degree, Seoul National University",False
Hu Xiaojun & family,1.2,China,Airline,2378,59,"Guiyang, China",China,Married,,,True
Huang Shanbing & family,1.2,China,semiconductors,2378,64,"Qidong, China",China,Married,,,True
Huang Yimeng,1.2,China,mobile games,2378,39,"Shanghai, China",China,,,,True
Jonas Kamprad,1.2,Sweden,IKEA,2378,55,"London, United Kingdom",Sweden,Married,2,,False
Mathias Kamprad,1.2,Sweden,IKEA,2378,51,"London, United Kingdom",Sweden,Divorced,2,,False
Peter Kamprad,1.2,Sweden,IKEA,2378,57,"Tervuren, Belgium",Sweden,Married,2,,False
Eugene Kaspersky,1.2,Russia,software,2378,55,"Moscow, Russia",Russia,Divorced,4,"Bachelor of Arts/Science, Institute of Cryptography, Telecommunications and Computer Science (FSB Academy)",True
Kim Dae-il,1.2,South Korea,mobile gaming,2378,41,"Anyang, South Korea",South Korea,Married,1,,True
Kim Jung-woong,1.2,South Korea,cosmetics,2378,46,"Seoul, South Korea",South Korea,Married,1,"Associate in Arts/Science, Daelim University",True
Kazutoshi Kobayashi,1.2,Japan,cosmetics,2378,58,"Tokyo, Japan",Japan,,,,False
Masanori Kobayashi,1.2,Japan,cosmetics,2378,48,"Tokyo, Japan",Japan,,,,False
Takao Kobayashi,1.2,Japan,cosmetics,2378,56,"Tokyo, Japan",Japan,,,,False
Hakan Koc,1.2,Germany,online car sales,2378,36,"Berlin, Germany",Germany,,,"Bachelor of Law, Bucerius Law School",True
Andrei Komarov,1.2,Russia,manufacturing,2378,54,"Moscow, Russia",Russia,Married,6,"Bachelor of Arts/Science, Moscow Institute of Chemical Engineering",True
Koo Bon-joon,1.2,South Korea,"electronics, household products",2378,69,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Seoul National University; Master of Business Administration, University of Chicago",False
Koo Bon-neung,1.2,South Korea,electronics,2378,72,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Korea University",False
Koo Bon-sik,1.2,South Korea,LG,2378,62,"Seoul, South Korea",South Korea,Married,3,"Master, University of Michigan",False
Kwek Leng Peck,1.2,Singapore,diversified,2378,65,"Singapore, Singapore",Singapore,Married,,,False
Joe Lacob,1.2,United States,Golden State Warriors,2378,65,"Atherton, California",United States,Married,4,"Master of Business Administration, Stanford University; Masters of Public Health, UCLA; Bachelor of Arts/Science, University of California, Irvine",True
Guy Laliberté,1.2,Canada,Cirque du Soleil,2378,61,"Montreal, Canada",Canada,In Relationship,5,,True
Lee Jay-hyun,1.2,South Korea,"food products, entertainment",2378,61,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Korea University",False
Li Fengluan,1.2,China,"steel, diversified",2378,59,"Ruzhou, China",China,Married,,,True
Lin Jie & family,1.2,China,pharmaceuticals,2378,52,"Taizhou, China",China,Married,,,True
Liu Baolin,1.2,China,pharmacies,2378,67,"Wuhan, China",China,Married,2,,True
Liu Gexin & family,1.2,China,pharmaceuticals,2378,69,"Chengdu, China",China,Married,1,"Medical Doctor, Chongqing Universtiy",True
Lou Guoqiang,1.2,China,copper,2378,64,"Ningbo, China",China,,,,True
Lu Shenglin,1.2,China,machinery,2378,40,"Dongguan, China",China,,,,True
Lu Zhilin,1.2,China,machinery,2378,38,"Dongguan, China",China,,,,True
Frederic Luddy,1.2,United States,software,2378,66,"San Diego, California",United States,Single,1,"Drop Out, Indiana University",True
Lun Ruixiang & family,1.2,China,real estate,2378,53,"Hong Kong, Hong Kong",China,Married,,,True
Alexander Lutsenko & family,1.2,Russia,agribusiness,2378,59,Kaliningrad,Russia,Married,2,,True
Bill Malhotra,1.2,Canada,real estate,2378,71,"Ottawa, Canada",Canada,Married,2,"Bachelor of Engineering, Birla Institute of Technology and Science (BITS) - Pilani",True
Jorge Mas,1.2,United States,Construction,2378,58,"Miami, Florida",United States,Married,3,"Master of Business Administration, University of Miami",False
Muneaki Masuda,1.2,Japan,retail,2378,70,"Osaka, Japan",Japan,Married,2,"Bachelor of Arts/Science, Doshisha University",True
Andrei Molchanov,1.2,Russia,construction materials,2378,49,"Moscow, Russia",Russia,Married,6,"Masters of Public Administration, Russian State Academy of Management; Bachelor of Arts/Science, St Petersburg State University",True
Ulrich Mommert & family,1.2,Austria,lighting,2378,80,,Austria,,,,True
Taichiro Motoe,1.2,Japan,Internet services,2378,45,"Kashiwa, Japan",Japan,,,,True
Mou Jinxiang,1.2,China,chemicals,2378,67,"Taizhou, China",China,,,,True
Udo Mueller,1.2,Germany,advertising,2378,59,"Cologne, Germany",Germany,,,,True
Nguyen Dang Quang,1.2,Vietnam,"consumer products, banking",2378,57,"Ho Chi Minh City, Vietnam",Vietnam,Married,3,,True
Simon Nixon,1.2,United Kingdom,price comparison website,2378,53,"St. Brelade, Jersey, United Kingdom",United Kingdom,Single,,"Drop Out, Nottingham University",True
Liora Ofer,1.2,Israel,investments,2378,67,"Tel Aviv, Israel",Israel,Separated,2,,False
Roberto Ongpin,1.2,Philippines,diversified,2378,84,"Manila, Philippines",Philippines,Married,4,"Master of Business Administration, Harvard University",True
Eren Ozmen,1.2,United States,aerospace,2378,62,"Reno, Nevada",United States,Married,2,"Master of Business Administration, University of Nevada at Reno",True
Fatih Ozmen,1.2,United States,aerospace,2378,63,"Reno, Nevada",United States,Married,,,True
Chamath Palihapitiya,1.2,United States,★,2378,44,"Atherton, California",United States,In Relationship,3,"Bachelor of Engineering, University of Waterloo",True
Murdaya Poo,1.2,Indonesia,diversified,2378,80,"Jakarta, Indonesia",Indonesia,Married,4,,False
G.V. Prasad,1.2,India,pharmaceuticals,2378,60,"Hyderabad, India",India,Married,3,"Bachelor of Science in Engineering, Illinois Institute of Technology; Master, Purdue University",False
Michael Price,1.2,United States,investments,2378,68,"Far Hills, New Jersey",United States,Married,4,"Bachelor of Arts/Science, University of Oklahoma",False
Qin Qingping & family,1.2,China,coal & coke,2378,58,"Dezhou, China",China,Married,,,True
Qiu Dongxu,1.2,Canada,pharmaceutical,2378,61,"Tianjin, China",Canada,,,,True
Rao Wei & family,1.2,China,pharmaceuticals,2378,56,"Shenzhen, China",China,,,"Doctorate, Wuhan University of Technology",True
Andrei Rappoport,1.2,Russia,investments,2378,57,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Donetsk National University",True
Dani Reiss,1.2,Canada,down jackets,2378,47,"Toronto, Canada",Canada,Married,,"Bachelor of Arts/Science, University of Toronto",False
Ren Zhengfei,1.2,China,telecom equipment,2378,77,"Shenzhen, China",China,,,,True
Duke Reyes,1.2,United States,beer distribution,2378,64,"Palm Beach, Florida",United States,Married,,,False
Boris Rotenberg,1.2,Russia,"construction, pipes, chemicals",2378,64,"Moscow, Russia",Russia,Married,5,"Bachelor of Arts/Science, Leningrad Institute of Physical Culture",True
Chris Sacca,1.2,United States,venture capital investing,2378,45,"Truckee, California",United States,Married,2,"Bachelor of Arts/Science, Georgetown University; Doctor of Jurisprudence, Georgetown University",True
Alexander Samwer,1.2,Germany,tech investments,2378,46,"Munich, Germany",Germany,Married,1,"Master of Business Administration, Harvard Business School; Master of Arts, Oxford University",True
Marc Samwer,1.2,Germany,tech investments,2378,50,"Munich, Germany",Germany,Married,2,"LLM, University of Cologne",True
Hajime Satomi,1.2,Japan,"video games, pachinko",2378,79,"Tokyo, Japan",Japan,Married,3,,True
James Scapa,1.2,United States,software,2378,64,"Atherton, California",United States,Married,4,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, University of Michigan",True
Albert Shigaboutdinov,1.2,Russia,"refinery, chemicals",2378,68,"Kazan, Russia",Russia,Married,2,"Bachelor of Arts/Science, Kazan State Technical University",True
Kavita Singhania,1.2,India,cement,2378,59,"Chennai, India",India,Widowed,,,False
Ronald Slabke,1.2,Germany,fintech,2378,,"Berlin, Germany",Germany,,,,True
Mike Speiser,1.2,United States,software,2378,50,"San Francisco, California",United States,Single,,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Arizona",True
Michael Steinhardt,1.2,United States,hedge funds,2378,80,"Mount Kisco, New York",United States,Married,,University of Pennsylvania,True
Nik Storonsky,1.2,United Kingdom,fintech,2378,36,"London, United Kingdom",United Kingdom,Married,2,"Master of Science, Moscow Institute of Physics and Technology",True
Sergei Sudarikov,1.2,Russia,"finance, development",2378,49,"Moscow, Russia",Russia,Married,3,"Master of Science, Moscow State University",True
Winarko Sulistyo,1.2,Indonesia,paper and pulp,2378,75,"Jakarta, Indonesia",Indonesia,Married,1,,True
Rustem Sulteev,1.2,Russia,"refinery, chemicals",2378,67,"Kazan, Russia",Russia,Married,2,"Bachelor of Arts/Science, Kazan Institute of Civil Engineering",True
Sam Tarascio,1.2,Australia,real estate,2378,76,"Melbourne, Australia",Australia,Married,3,,True
Nutchamai Thanombooncharoen,1.2,Thailand,energy drinks,2378,59,"Bangkok, Thailand",Thailand,Married,2,"Bachelor of Arts/Economics, Silpakorn University; Master of Arts, Thammasat University",True
Laurie Tisch,1.2,United States,"insurance, NFL team",2378,70,"New York, New York",United States,Divorced,2,,False
Steven Tisch,1.2,United States,insurance,2378,72,"Beverly Hills, California",United States,,5,,False
Robert Toll,1.2,United States,home building,2378,80,"Miami Beach, Florida",United States,Married,5,"Bachelor of Arts/Science, Cornell University; LLB, University of Pennsylvania",True
Thomas Tull,1.2,United States,"movies, investments",2378,50,"Pittsburgh, Pennsylvania",United States,Married,,,True
Thongma Vijitpongpun,1.2,Thailand,real estate,2378,63,"Bangkok, Thailand",Thailand,Married,1,,True
Thomas von Koch,1.2,Sweden,asset management,2378,55,"Hong Kong, Hong Kong",Sweden,Married,,,True
Wan Feng & family,1.2,China,medical equipment,2378,52,"Shenzhen, China",China,,,,True
Wang Fuji,1.2,China,pharmaceuticals,2378,,"Zhangzhou, China",China,,,,True
Wang Jianyi,1.2,China,fiber optic cables,2378,58,"Hangzhou, China",China,Married,,"Associate in Arts/Science, Zhejiang University of Technology",True
